,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
2395, CHRIS DEPIZZO,OH,0.0,,,,
2396, CHRISTINA HAGAN,OH,14624.38,,,,
2397, HILLARY O'CONNOR MUERI,OH,4798.48,,,,
2398, MATTHEW KILBOY,OH,90244.74,,,OH-14,85
2399, BRENDEN P. KELLEY,OH,375831.05,,,,
2400, DAVID P JOYCE,OH,1362001.76,,,OH-14,93
2401, PATRICK EUGENE MR. AWTREY,OH,6814.58,,,,
2402, MICHAEL STINZIANO,OH,0.0,,,,
2403, ALLISON RUSSO,OH,978556.95,,,,
2404, GREG BETTS,OH,9489.3,,,,
2405, GARY JOSEPHSON,OH,41037.94,,,OH-15,97
2406, RONALD E HOOD,OH,283849.4,,,,
2407, DEBORAH D. PRYCE,OH,0.0,,,,
2408, BOB PETERSON,OH,590625.88,,,,
2409, BRIAN STEWART,OH,108509.38,,,OH-5,62
2410, JEFF LARE,OH,336127.24,,,,
2411, STEPHANIE L. KUNZE,OH,104823.62,,,,
2412, RUTH EDMONDS,OH,499566.14,,,,
2413, OMAR TARAZI,OH,210081.99,,,,
2414, THOMAS HWANG,OH,758401.92,,,,
2415, MIKE CAREY,OH,2200382.42,,,OH-10,64
2416, THAD CHALMERS COOPERRIDER,OH,17350.0,,,,
2417, STEVE MR. STIVERS,OH,2263971.06,,,,
2418, AARON PAUL GODFREY,OH,626.38,,,,
2419, JAMES B. RENACCI,OH,36260.0,,,,
2420, KIRK SCHURING,OH,0.0,,,,
2421, ANTHONY E GONZALEZ,OH,1251264.26,,,,
2422, JOHN PATRICK SWOBODA,OK,146.15,,,,
2423, ADAM MARTIN,OK,32748.96,,,OK-1,96
2424, JAMES FREDERICK BRIDENSTINE,OK,79338.5,,,,
2425, KEVIN HERN,OK,1302829.11,,,OK-1,95
2426, EVELYN L (LOUISE) ROGERS,OK,1810.86,,,,
2427, DANYELL LANIER,OK,367.44,,,,
2428, NAOMI ANDREWS,OK,7072.01,,,OK-2,96
2429, DAVID DANIEL BOREN,OK,117990.73,,,,
2430, MARKWAYNE MR. MULLIN,OK,5960343.17,,,,
2431, MARTY L QUINN,OK,206358.67,,,,
2432, CHRIS SCHILLER,OK,835561.47,,,,
2433, ERICK WYATT,OK,536.0,,,,
2434, DUSTIN ROBERTS,OK,194518.74,,,,
2435, BENNETT JOHN,OK,270920.0,,,,
2436, JOHNNY TEEHEE,OK,287002.83,,,,
2437, AVERY FRIX,OK,887383.88,,,,
2438, PAMELA SMITH GORDON,OK,10784.09,,,,
2439, GUY STUART BARKER,OK,974268.36,,,,
2440, JOHN WESLEY NOFIRE,OK,142199.92,,,,
2441, JOSH BRECHEEN,OK,570711.76,,,OK-2,96
2442, DAVID DERBY,OK,189551.54,,,,
2443, JARRIN DALE JACKSON,OK,10.0,,,,
2444, KEVIN SEAN ROBERTS,OK,13555.55,,,,
2445, WILLIAM WADE BURLESON,OK,246095.97,,,,
2446, FRANK D. LUCAS,OK,1598940.29,,,OK-3,97
2447, MARY BRANNON,OK,-1632.0,,,OK-4,96
2448, TOM COLE,OK,2308811.85,,,OK-4,94
2449, MARC NUTTLE,OK,2595.36,,,,
2450, JAMES TAYLOR,OK,14017.45,,,,
2451, JOSHUA HARRIS-TILL,OK,59997.32,,,OK-5,97
2452, KENDRA HORN,OK,1977811.3,,,OK-1,64
2453, JAMES PAUL MR. LANKFORD,OK,4605408.31,,,,
2454, STEPHANIE BICE,OK,2081305.19,,,OK-5,97
2455, TERRY NEESE,OK,109.55,,,,
2456, SHELDON (SHELLI) ELIZABETH DR  LANDON,OK,0.0,,,,
2457, SUBRINA BANKS,OK,32408.0,,,,
2458, KEVIN CALVEY,OK,0.0,,,OK-1,61
2459, SUZANNE MS. BONAMICI,OR,923801.93,,,OR-1,86
2460, G. SCOTT PHILLIPS,OR,24094.58,,,,
2461, JOHN PAUL HOLM,OR,53.0,,,,
2462, ALEX SPENSER,OR,332.55,,,,
2463, JOSEPH FREDERICK III YETTER,OR,100291.79,,,,
2464, CLIFF BENTZ,OR,567066.62,,,OR-2,85
2465, KNUTE BUEHLER,OR,30132.05,,,,
2466, MARK CAVENER,OR,0.0,,,,
2467, GREGORY P. MR. WALDEN,OR,134864.47,,,,
2468, EARL BLUMENAUER,OR,1290205.48,,,OR-3,97
2469, JOANNA HARBOUR,OR,8346.47,,,OR-3,97
2470, THOMAS HARRISON,OR,290.6,,,,
2471, VALERIE HOYLE,OR,2505746.09,,,OR-4,78
2472, ANDREW KALLOCH,OR,288629.05,,,,
2473, JOHN STEVEN DR. SELKER,OR,212997.0,,,,
2474, ZACHARY FLEMING MULHOLLAND,OR,1666.0,,,,
2475, SAMI AL-ABDRABBUH,OR,54714.09,,,,
2476, DOYLE CANNING,OR,281376.12,,,,
2477, DANIEL R ARCANGEL,OR,0.0,,,,
2478, ART DR. ROBINSON,OR,10.0,,,,
2479, ALEK SKARLATOS,OR,4529887.54,,,OR-4,97
2480, JEREMY VAN TRESS,OR,47008.0,,,,
2481, JO RAE PERKINS,OR,146833.81,,,,
2482, MARK GAMBA,OR,17354.46,,,,
2483, JAMIE MCLEOD-SKINNER,OR,3556656.4,,,OR-5,98
2484, KURT SCHRADER,OR,5161089.89,,,,
2485, JIMMY CRUMPACKER,OR,471824.13,,,,
2486, LORI CHAVEZ-DEREMER,OR,2558814.1,,,OR-5,97
2487, JOHN DI PAOLA,OR,123034.58,,,,
2488, LAUREL ROSES,OR,9731.22,,,,
2489, MARK ALLEN CALLAHAN,OR,0.0,,,,
2490, STEVEN CODY REYNOLDS,OR,2699903.69,,,,
2491, KEVIN EASTON,OR,6646.01,,,,
2492, LORETTA SMITH,OR,359837.26,,,,
2493, MATTHEW WEST,OR,1335533.4,,,,
2494, ANDREA SALINAS,OR,3344124.54,,,OR-6,97
2495, KATHLEEN HARDER,OR,473609.25,,,,
2496, CARRICK RONAN MORGAN FLYNN,OR,1147785.73,,,,
2497, TERESA ALONSO LEON,OR,104004.1,,,,
2498, AMY RYAN COURSER,OR,117137.88,,,,
2499, DAVID HONORABLE RUSS,OR,10406.12,,,,
2500, NATE SANDVIG,OR,262157.83,,,,
2501, ANGELA PLOWHEAD,OR,55891.86,,,,
2502, RON NOBLE,OR,142948.22,,,,
2503, JAMES (JIM) BUNN,OR,27074.0,,,,
2504, MIKE ERICKSON,OR,3933151.56,,,OR-6,96
2505, DANIEL LEROY JR BURTON,PA,53824.44,,,,
2506, CHRISTINA FINELLO,PA,61821.71,,,PA-4,63
2507, SKYLAR HURWITZ,PA,1120.25,,,,
2508, ASHLEY EHASZ,PA,959000.67,,,PA-1,96
2509, PAUL FERMO,PA,143017.54,,,,
2510, ANDREW MEEHAN,PA,0.0,,,,
2511, DASHA PRUETT,PA,14302.23,,,,
2512, ALEX ENTIN,PA,19577.06,,,,
2513, BRIAN FITZPATRICK,PA,3104913.17,,,PA-1,97
2514, CAROLINE AVERY,PA,7218.65,,,,
2515, BRENDAN F BOYLE,PA,779236.87,,,PA-2,94
2516, ALEXANDRA HUNT,PA,731953.11,,,,
2517, AUSTIN MR. RODILL,PA,64.47,,,,
2518, MICHAEL COGBILL,PA,7900.0,,,,
2519, DWIGHT EVANS,PA,1149010.13,,,PA-3,96
2520, PHILIP S. ENGLISH,PA,383.93,,,,
2521, MADELEINE DEAN,PA,1864827.35,,,PA-4,97
2522, KATHY BARNETTE,PA,2463931.69,,,,
2523, CHRISTIAN NASCIMENTO,PA,233953.47,,,PA-4,98
2524, DAN DAVID,PA,1124.45,,,,
2525, JOE MR. TARSHISH,PA,300.46,,,,
2526, LOU LANNI,PA,562600.0,,,,
2527, LINDY LI,PA,4500.0,,,,
2528, DAVID WERTIME,PA,763.2,,,,
2529, MARY GAY SCANLON,PA,1461321.05,,,PA-5,97
2530, ROBERT JORDAN,PA,1949.33,,,,
2531, DAVID GALLUCH,PA,734779.14,,,PA-5,96
2532, CHRISSY HOULAHAN,PA,4877340.13,,,PA-6,97
2533, RYAN A COSTELLO,PA,120601.95,,,,
2534, JOHN MR. EMMONS,PA,7465.63,,,,
2535, ROBERT JAMES III KENNEDY,PA,63777.88,,,,
2536, STEVE FANELLI,PA,937221.66,,,,
2537, RON VOGEL,PA,299950.21,,,,
2538, REGINA MAURO,PA,59275.18,,,,
2539, GUY CIARROCCHI,PA,1038514.19,,,PA-6,80
2540, GREG EDWARDS,PA,21251.42,,,,
2541, SUSAN WILD,PA,6916454.96,,,PA-7,95
2542, STEVEN D WELCH,PA,0.0,,,,
2543, PATRICK L. MR MEEHAN,PA,0.0,,,,
2544, LISA SCHELLER,PA,6381159.34,,,PA-7,96
2545, KEVIN DELLICKER,PA,231514.99,,,,
2546, RYAN EDWARD MACKENZIE,PA,75952.98,,,,
2547, DEAN NAPIER BROWNING,PA,0.0,,,,
2548, JON LANZARO-FISHER,PA,30102.13,,,,
2549, MATTHEW A. CARTWRIGHT,PA,5441519.59,,,PA-8,81
2550, TEDDY DANIELS,PA,619710.52,,,,
2551, JIM BOGNET,PA,2933077.64,,,PA-8,95
2552, MICHAEL MARSICANO,PA,748745.49,,,PA-15,67
2553, JOHN R CHRIN,PA,0.0,,,,
2554, AMANDA WALDMAN,PA,30301.97,,,PA-9,88
2555, GARY WEGMAN,PA,17601.29,,,,
2556, FRED KELLER,PA,760909.57,,,,
2557, DANIEL MEUSER,PA,1099598.07,,,PA-9,83
2558, THOMAS F JR BRIER,PA,0.0,,,,
2559, EUGENE DEPASQUALE,PA,253077.28,,,,
2560, RICK COPLEN,PA,34165.49,,,,
2561, SHAMAINE MS DANIELS,PA,409977.04,,,PA-10,89
2562, SCOTT PERRY,PA,2938552.43,,,PA-10,96
2563, BRIAN ALLEN,PA,6444.04,,,,
2564, SARAH HAMMOND,PA,5507.67,,,,
2565, ROBERT MICHAEL III HOLLISTER,PA,316796.79,,,,
2566, JESSICA KING,PA,210.41,,,,
2567, LLOYD K. SMUCKER,PA,1326644.62,,,PA-11,97
2568, CHET BEILER,PA,250.0,,,,
2569, LEE GRIFFIN,PA,1278.7,,,,
2570, GERALD DICKINSON,PA,769790.87,,,,
2571, SUMMER LEE,PA,1766869.98,,,PA-12,95
2572, STEVEN IRWIN,PA,1675433.1,,,,
2573, BHAVINI PATEL,PA,66967.71,,,,
2574, MICHAEL DOYLE,PA,205104.56,,,PA-12,75
2575, TERWILLIGER ELIZABETH,PA,17629.11,,,,
2576, TODD ROWLEY,PA,252.71,,,,
2577, MARJORIE MARGOLIES-MEZVINSKY,PA,0.0,,,,
2578, VALERIE ANN ARKOOSH,PA,4583.93,,,,
2579, JEFFREY D MANNS,PA,2391.72,,,,
2580, JOHN JOYCE,PA,410332.4,,,PA-13,95
2581, GUY MR. RESCHENTHALER,PA,2063661.92,,,PA-14,87
2582, MIKE MOLESEVICH,PA,46523.92,,,PA-12,62
2583, GEORGE RATHMELL,PA,16343.0,,,,
2584, GLENN MR. THOMPSON,PA,2357185.61,,,PA-15,79
2585, KRISTY GNIBUS,PA,5265.52,,,,
2586, RICHARD EDWARD TELESZ,PA,40783.48,,,,
2587, DANIEL PASTORE,PA,840681.29,,,PA-16,85
2588, GEORGE J JR KELLY,PA,1288267.95,,,,
2589, WILLIAM ROYSDON MURRAY,PA,1345.25,,,,
2590, CHRISTOPHER DELUZIO,PA,3236998.47,,,PA-3,65
2591, SEAN MELOY,PA,321273.32,,,,
2592, CONOR LAMB,PA,7182029.68,,,,
2593, SCOTT RICHARD TIMKO,PA,0.0,,,,
2594, RICHARD SEAN PARNELL,PA,2301588.68,,,,
2595, TRICIA STAIBLE,PA,108711.0,,,,
2596, DEAN CAVARETTA,PA,0.04,,,,
2597, JASON KILLMEYER,PA,177329.75,,,,
2598, JEREMY SHAFFER,PA,2721426.5,,,PA-17,97
2599, SAMUEL III DEMARCO,PA,10630.0,,,,
2600, KATHY CODER,PA,33668.61,,,,
2601, GLENN A GEISSINGER,PA,0.0,,,,
2602, JANIS C DR BROOKS,PA,292.0,,,,
2603, JEFF WOODARD,PA,1196.0,,,,
2604, MICHAEL DOYLE,PA,436436.7,,,PA-12,75
2605, JANIS C REV DR BROOKS,PA,292.0,,,,
2606, JOSE A HERNANDEZ-MAYORAL,PR,0.0,,,,
2607, ANIBAL ACEVEDO-VILA,PR,7711.4,,,,
2608, PEDRO PIERLUISI,PR,0.0,,,,
2609, ADA NORAH ESQ HENRIQUEZ,PR,58.11,,,,
2610, MIGUEL HERNANDEZ VIVONI,PR,0.0,,,,
2611, JENNIFFER GONZALEZ COLON,PR,407384.14,,,,
2612, JUAN CARLOS ALBORS,PR,0.0,,,,
2613, DAVID N CICILLINE,RI,1589784.38,,,RI-1,94
2614, WILLIAM J LYNCH,RI,0.0,,,,
2615, ALLEN R WATERS,RI,46359.34,,,RI-1,93
2616, FREDERICK WYSOCKI,RI,2680.25,,,,
2617, JAMES R HONORABLE LANGEVIN,RI,549187.09,,,,
2618, DYLAN CONLEY,RI,84.0,,,,
2619, SPENCER E DICKINSON,RI,6687.5,,,,
2620, EDWIN PACHECO,RI,61363.27,,,,
2621, JOY FOX,RI,326225.4,,,,
2622, SETH MAGAZINER,RI,3855224.34,,,RI-2,88
2623, OMAR BAH,RI,95719.22,,,,
2624, DAVID SEGAL,RI,595670.75,,,,
2625, SARAH MORGENTHAU,RI,868841.82,,,,
2626, BOB LANCIA,RI,164033.07,,,,
2627, JESSICA DE LA CRUZ,RI,69693.23,,,,
2628, ALLAN FUNG,RI,2203151.5,,,RI-2,83
2629, REBECCA NIESS CINGOLANI,SC,13576.71,,,,
2630, ANNIE DR. ANDREWS,SC,1941720.9,,,SC-1,84
2631, ELIZABETH COLBERT BUSCH,SC,8830.0,,,,
2632, JOE CUNNINGHAM,SC,25773.75,,,,
2633, MICHAEL COVERT,SC,0.0,,,,
2634, NANCY MACE,SC,5657537.76,,,SC-1,95
2635, CHRIS COX,SC,524.1,,,,
2636, LYNZ PIPER-LOOMIS,SC,147598.49,,,,
2637, INGRID CENTURION,SC,47208.23,,,,
2638, KEITH WARRICK BLANDFORD,SC,0.0,,,,
2639, KATIE ARRINGTON,SC,1011046.45,,,,
2640, MARSHALL C. HON. SANFORD,SC,25760.7,,,,
2641, JENNY A HORNE,SC,0.0,,,,
2642, ALEJANDRO ARIEL MR OTMAN,SC,0.0,,,,
2643, ADAIR FORD BOROUGHS,SC,3273.73,,,,
2644, GREGORY BLANE KARR,SC,11519.45,,,,
2645, JUDDSON LARKINS,SC,94499.97,,,SC-2,86
2646, ANNABELLE ROBERTSON,SC,0.0,,,,
2647, JOE THE HON. WILSON,SC,804256.51,,,SC-2,67
2648, HOSEA N CLEVELAND,SC,0.0,,,,
2649, JEFFREY D MR. DUNCAN,SC,1433805.4,,,SC-3,69
2650, KIMBERLY NELSON,SC,317.02,,,,
2651, D LEE TURNER,SC,23211.0,,,,
2652, ANDREW THOMAS SMART,SC,0.0,,,,
2653, TREY GOWDY,SC,905413.15,,,,
2654, MICHAEL JAMES MR. LAPIERRE,SC,185207.43,,,,
2655, MARK BURNS,SC,248699.34,,,,
2656, GEORGE ASSAD ABUZEID,SC,20507.94,,,,
2657, WILLIAM R IV TIMMONS,SC,1166024.17,,,SC-4,83
2658, LEE BRIGHT,SC,264.99,,,,
2659, MAURICUS BROWN,SC,3353.13,,,,
2660, KEVIN ECKERT,SC,14843.06,,,,
2661, RALPH W. JR. NORMAN,SC,1075978.15,,,SC-5,75
2662, JAMES E. CLYBURN,SC,3180323.73,,,SC-6,82
2663, ROBIN TALLON,SC,367687.13,,,,
2664, GREGG MARCEL DIXON,SC,235700.97,,,,
2665, JOHN CHAPMAN,SC,2716.04,,,,
2666, DUKE BUCKNER,SC,204077.14,,,SC-6,96
2667, AURIOL SONIA POLLARD,SC,17413.0,,,,
2668, TOM RICE,SC,2873670.85,,,,
2669, WILLIAM KENNETH RICHARDSON,SC,863272.99,,,,
2670, JEANETTE M SPURLOCK,SC,2762.71,,,,
2671, TOM DUNN,SC,39131.48,,,,
2672, STEVE REICHERT,SC,16575.0,,,,
2673, BARBARA MRS. ARTHUR,SC,155624.05,,,,
2674, GRAHAM ALLEN,SC,801790.92,,,,
2675, MARK STRUTHERS MCBRIDE,SC,48511.86,,,,
2676, RUSSELL FRY,SC,1167034.53,,,SC-7,96
2677, GARRETT DR. BARTON,SC,255510.04,,,,
2678, SPENCER ALLEN MORRIS,SC,35017.83,,,,
2679, RYAN RYDER,SD,308.95,,,,
2680, TAFFY HOWARD,SD,332055.62,,,,
2681, DUSTY JOHNSON,SD,1316536.62,,,SD-1,96
2682, SHANTEL KREBS,SD,0.0,,,,
2683, BLAIR NICOLE WALSINGHAM,TN,7674.74,,,,
2684, MARTIN OLSEN,TN,244.07,,,,
2685, STEPHEN MATSON MR. DARDEN,TN,4960.0,,,,
2686, DIANA HARSHBARGER,TN,1297510.64,,,TN-1,85
2687, JOSHUA GAPP,TN,15141.92,,,,
2688, MARK DESMOND DR. HARMON,TN,79991.29,,,TN-2,63
2689, RENEE HOYOS,TN,209.82,,,,
2690, JOHN J REP. JR. DUNCAN,TN,62985.58,,,,
2691, TIM BURCHETT,TN,1150675.45,,,TN-2,96
2692, JAMES LLOYD MATLOCK,TN,0.0,,,,
2693, JASON EMERT,TN,0.0,,,,
2694, MEG GORMAN,TN,68549.71,,,TN-3,95
2695, NATHANIEL MR. III DOSS,TN,0.0,,,,
2696, MARY GORMAN,TN,68549.71,,,TN-2,61
2697, MATT ADAMS,TN,20520.78,,,,
2698, CHARLES J FLEISCHMANN,TN,924871.13,,,TN-3,72
2699, KENNETH FARRELL MR. SR MORGAN,TN,24350.0,,,,
2700, SANDY FOR CASEY,TN,18780.79,,,,
2701, CHRISTOPHER JOLLY HALE,TN,8041.7,,,,
2702, RUSSELL STEELE,TN,10881.46,,,,
2703, SCOTT HON. DESJARLAIS,TN,154340.62,,,TN-4,84
2704, LAWRENCE DOUG NORVILLE DOUGLAS  MEYER,TN,3624.34,,,,
2705, LAWRENCE N. D. MEYER,TN,3624.34,,,,
2706, STEVEN ERICH MR. HUBBARD,TN,0.0,,,,
2707, JUSTIN BAUTISTA-JONES,TN,0.0,,,,
2708, KEEDA HAYNES,TN,8953.49,,,,
2709, JAMES COOPER,TN,1321538.9,,,TN-6,62
2710, HEIDI CAMPBELL,TN,1084278.11,,,TN-5,97
2711, QUINCY MCKNIGHT,TN,34087.7,,,,
2712, ROBBY STARBUCK,TN,471967.59,,,,
2713, NATISHA LOUISE BROOKS,TN,39651.06,,,,
2714, WILLIAM BAXTER LEE,TN,632776.38,,,,
2715, MORGAN ORTAGUS,TN,641656.03,,,,
2716, KURT WINSTEAD,TN,2241178.62,,,,
2717, GENI MRS. BATCHELOR,TN,18846.7,,,,
2718, BETH HARWELL,TN,1072825.5,,,,
2719, TIMOTHY BRUCE LEE,TN,38370.77,,,,
2720, ANDY OGLES,TN,856820.06,,,TN-5,95
2721, CHARLES GARFIELD III WITTUM,TN,77985.5,,,,
2722, STEWART THOMAS PARKS,TN,11251.71,,,,
2723, JEFF BEIERLEIN,TN,202152.76,,,,
2724, RANDAL DEAN COOPER,TN,4338.63,,,TN-6,81
2725, BART GORDON,TN,82166.15,,,,
2726, DAVID W. KENT,TN,0.0,,,,
2727, LOU ANN ZELENIK,TN,0.0,,,,
2728, DIANE L MRS. BLACK,TN,6284.11,,,,
2729, JUDD MATHENY,TN,0.0,,,,
2730, JOHN W. ROSE,TN,1661497.92,,,TN-6,82
2731, MARSHA MRS. BLACKBURN,TN,1066102.25,,,,
2732, MARK DR. GREEN,TN,1854968.77,,,TN-7,86
2733, RONALD MR BROWN,TN,0.0,,,,
2734, LYNNETTE WILLIAMS,TN,775.0,,,TN-8,89
2735, ERIKA STOTTS-PEARSON,TN,150.0,,,,
2736, STEVE MR. FINCHER,TN,53045.03,,,TN-9,62
2737, DAVID KUSTOFF,TN,1443619.93,,,TN-8,96
2738, ROBERT LOUIS MR. HENDRY,TN,74673.6,,,,
2739, GARY DEAN DR. CLOUSE,TN,2014.4,,,,
2740, JOHN JOHN MILLS,TN,7172.26,,,,
2741, BRIAN KELSEY,TN,9.0,,,,
2742, MARK H JR LUTTRELL,TN,529.0,,,,
2743, JOHN BRADLEY MR GREER,TN,2326.23,,,,
2744, THOMAS F III LEATHERWOOD,TN,0.0,,,,
2745, JAMES HART,TN,4386.17,,,,
2746, STEVE I MR. COHEN,TN,313772.7,,,TN-9,76
2747, CHARLOTTE BERGMANN,TN,49008.6,,,TN-9,97
2748, CHARLES BROWN IV DUDLEY,TN,546264.62,,,,
2749, GEORGE S DR JR FLINN,TN,139545.04,,,,
2750, MARK BREWER CRAIN,TN,0.0,,,,
2751, CHRISTOPHER D. RECTOR,TX,0.0,,,,
2752, HANK GILBERT,TX,31883.5,,,,
2753, JRMAR JEFFERSON,TX,82073.35,,,TX-1,83
2754, STEPHEN MARTIN KOCEN,TX,9672.64,,,,
2755, ADITYA ATHOLI,TX,166327.7,,,,
2756, NATHANIEL QUENTIN MORAN,TX,862492.56,,,TX-1,77
2757, JOHN CHARLES MR. PORRO,TX,70666.67,,,,
2758, LOUIS GOHMERT,TX,283860.08,,,,
2759, SIMON WOOD WINSTON,TX,0.0,,,,
2760, SIMA JANDAGHI LADJEVARDIAN,TX,8289.49,,,,
2761, RAYNA REID,TX,19869.45,,,,
2762, ROBIN DAWN FULFORD,TX,206353.58,,,TX-2,81
2763, JIM TURNER,TX,52000.0,,,,
2764, PAT BRYAN,TX,0.0,,,,
2765, MICHAEL ALAN BILLAND,TX,6155.73,,,,
2766, LEWIS MILAM LANGELLA,TX,8870.32,,,,
2767, JAMESON ELLIS,TX,53948.93,,,,
2768, MARTIN ETWOP,TX,16137.5,,,,
2769, DANIEL CRENSHAW,TX,15950655.02,,,TX-2,86
2770, JON P DR SPIERS,TX,0.0,,,,
2771, ELLIOTT ROBERT SCHEIRMAN,TX,0.0,,,TX-29,62
2772, HELANE LULU SAWSAN SEIKALY,TX,14454.59,,,,
2773, TERRY TUCKER,TX,0.0,,,,
2774, SANDEEP KUMAR SRIVASTAVA,TX,447510.02,,,TX-3,84
2775, LORIE BURCH,TX,0.0,,,,
2776, KEITH ALAN MR SELF,TX,563984.81,,,TX-3,69
2777, RICKEY WILLIAMS,TX,3125.0,,,TX-25,73
2778, JEREMY DANIEL IVANOVSKIS,TX,5728.43,,,,
2779, NICHOLAS V. TAYLOR,TX,2725185.76,,,,
2780, DOC MR SHELBY,TX,11620.77,,,,
2781, IROGHAMA C OMERE,TX,44567.22,,,TX-4,69
2782, TRAVIS RANSOM,TX,8549.5,,,,
2783, PATRICK FALLON,TX,895853.11,,,TX-4,80
2784, FLOYD JR. MCLENDON,TX,4486.06,,,,
2785, DANIEL M. THOMAS,TX,53066.0,,,,
2786, JOHN EDWARD SR. HARPER,TX,113733.51,,,,
2787, JOHN L RATCLIFFE,TX,373600.44,,,TX-23,62
2788, TRACY SHAWN JONES,TX,2407.39,,,,
2789, CAROLYN SALTER,TX,28736.28,,,,
2790, CHARLES M. GEARING,TX,205332.05,,,,
2791, KATHLEEN CORDELIA BAILEY,TX,214285.69,,,,
2792, TARTISHA A MRS. HILL,TX,15183.47,,,TX-5,76
2793, DANNY EUGENE JR WOOD,TX,0.0,,,,
2794, DONALD HILL,TX,365.48,,,,
2795, LANCE GOODEN,TX,966466.4,,,TX-5,96
2796, KEVIN HALE,TX,20000.48,,,,
2797, STEPHEN DANIEL,TX,4758.57,,,,
2798, LYDIA BEAN,TX,323399.6,,,,
2799, MATT HINTERLONG,TX,48183.22,,,,
2800, TAMMY ALLISON HOLLOWAY,TX,54926.59,,,,
2801, DARYL J. MR. SR. EDDINGS,TX,5913.1,,,,
2802, PATRICK MOSES,TX,39014.6,,,,
2803, JANA LYNNE MS SANCHEZ,TX,386337.84,,,,
2804, MONTGOMERY L MARKLAND,TX,0.0,,,,
2805, MICHAEL C EGAN,TX,123974.3,,,TX-10,69
2806, SUSAN WRIGHT,TX,803888.65,,,,
2807, BRIAN E HARRISON,TX,805233.15,,,TX-36,64
2808, MICHAEL A. WOOD,TX,142600.24,,,TX-27,69
2809, DAN RODIMER,TX,399112.89,,,,
2810, SERY MS. KIM,TX,102601.3,,,,
2811, MICHAEL BALLANTINE,TX,8828.0,,,TX-10,61
2812, JAMES R. BUFORD,TX,21301.15,,,TX-30,62
2813, CLIFFORD R WILEY,TX,461.47,,,,
2814, RON WRIGHT,TX,18864.45,,,,
2815, JOHN KEVIN SR. ELLZEY,TX,6512947.38,,,TX-6,61
2816, TAKONA EILEEN SCAUFLAIRE,TX,920.0,,,,
2817, ELIZABETH FLETCHER,TX,2364680.7,,,TX-7,76
2818, JAMES NOTEWARE,TX,0.0,,,,
2819, LAIQUE REHMAN,TX,35972.0,,,,
2820, JOHNNY MARK DR. TEAGUE,TX,200247.27,,,TX-7,72
2821, TIMOTHY STROUD,TX,25817.78,,,,
2822, TINA MRS. COHEN,TX,16580.29,,,,
2823, LANCE STEWART,TX,19571.0,,,,
2824, LANCE STEWART,TX,19571.0,,,,
2825, LAURA JONES,TX,42673.2,,,TX-8,96
2826, JONATHAN KEITH HULLIHAN,TX,221661.5,,,,
2827, MORGAN JOE LUTTRELL,TX,3722269.17,,,TX-8,86
2828, TAYLOR MARSHALL IV WHICHARD,TX,11101.09,,,,
2829, DANIEL CREGG MCKAUGHAN,TX,45581.27,,,,
2830, CANDICE CUNNINGHAM MS BURROWS,TX,32352.11,,,,
2831, CHRISTIAN COLLINS,TX,418002.94,,,,
2832, JESSICA WELLINGTON,TX,20237.63,,,,
2833, KEVIN BRADY,TX,796630.66,,,,
2834, ALEXANDER GREEN,TX,377814.59,,,TX-9,67
2835, MELISSA MECHELLE WILLIAMS,TX,0.0,,,TX-14,65
2836, JIMMY LEON,TX,5374.58,,,TX-9,83
2837, LARIMEN T. II WALLACE,TX,54575.27,,,,
2838, SCOT B. GALLAHER,TX,0.0,,,,
2839, MICHAEL SIEGEL,TX,24496.64,,,TX-10,62
2840, MICHAEL MCCAUL,TX,2338148.24,,,TX-10,97
2841, JON MARK MR. HOGG,TX,2569.24,,,,
2842, AUGUST LEE II PFLUGER,TX,2072587.82,,,TX-11,78
2843, BRANDON BATCH,TX,464.0,,,,
2844, MICHAEL HONORABLE CONAWAY,TX,250615.71,,,,
2845, LISA RENEA DR. WELCH,TX,105.79,,,,
2846, TREY JOSEPH HUNT,TX,44513.44,,,TX-12,76
2847, CHRIS PUTNAM,TX,432981.27,,,,
2848, RYAN JOSHUA CATALA,TX,7133.86,,,,
2849, KAY GRANGER,TX,1998701.6,,,TX-12,96
2850, MARY KATHLEEN BROWN,TX,180973.38,,,TX-13,82
2851, JOSH WINEGARNER,TX,0.0,,,,
2852, CHRIS EKSTROM,TX,491.88,,,,
2853, RONNY LYNN JACKSON,TX,4515360.97,,,TX-13,81
2854, MAC THORNBERRY,TX,132818.56,,,,
2855, MIKAL D. DR WILLIAMS,TX,53838.8,,,TX-14,80
2856, JEFF ANTONELLI,TX,0.0,,,,
2857, ADRIENNE BELL,TX,8929.21,,,,
2858, JOSHUA ADAM FOXWORTH,TX,49.99,,,,
2859, RANDY WEBER,TX,1035836.67,,,TX-14,96
2860, RUBEN LANDON DANTE,TX,0.0,,,,
2861, GINA DUNCKEL SMITH,TX,118095.63,,,,
2862, RUBEN RAMIREZ,TX,493221.73,,,,
2863, ELIZA DR. ALVARADO,TX,72804.9,,,,
2864, ROBERTO ADRIAN HADDAD,TX,100000.0,,,,
2865, IVAN DR. MELENDEZ,TX,27787.35,,,,
2866, JOHN VILLARREAL RIGNEY,TX,325667.45,,,,
2867, MICHELLE VALLEJO,TX,2310494.87,,,TX-15,97
2868, RUBEN E. HINOJOSA,TX,21042.0,,,,
