,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
2408, BRIAN STEWART,OH,108509.38,,,OH-5,62.0
2409, JEFF LARE,OH,336127.24,,,,
2410, STEPHANIE L. KUNZE,OH,104823.62,,,,
2411, RUTH EDMONDS,OH,499566.14,,,,
2412, OMAR TARAZI,OH,210081.99,,,,
2413, THOMAS HWANG,OH,758401.92,,,,
2414, MIKE CAREY,OH,2200382.42,,,OH-10,64.0
2415, THAD CHALMERS COOPERRIDER,OH,17350.0,,,,
2416, STEVE MR. STIVERS,OH,2263971.06,,,,
2417, AARON PAUL GODFREY,OH,626.38,,,,
2418, JAMES B. RENACCI,OH,36260.0,,,,
2419, KIRK SCHURING,OH,0.0,,,,
2420, ANTHONY E GONZALEZ,OH,1251264.26,,,,
2421, JOHN PATRICK SWOBODA,OK,146.15,,,,
2422, ADAM MARTIN,OK,32748.96,,,OK-1,96.0
2423, JAMES FREDERICK BRIDENSTINE,OK,79338.5,,,,
2424, KEVIN HERN,OK,1302829.11,,,OK-1,95.0
2425, EVELYN L (LOUISE) ROGERS,OK,1810.86,,,,
2426, DANYELL LANIER,OK,367.44,,,,
2427, NAOMI ANDREWS,OK,7072.01,,,OK-2,96.0
2428, DAVID DANIEL BOREN,OK,117990.73,,,,
2429, MARKWAYNE MR. MULLIN,OK,5960343.17,,,,
2430, MARTY L QUINN,OK,206358.67,,,,
2431, CHRIS SCHILLER,OK,835561.47,,,,
2432, ERICK WYATT,OK,536.0,,,,
2433, DUSTIN ROBERTS,OK,194518.74,,,,
2434, BENNETT JOHN,OK,270920.0,,,,
2435, JOHNNY TEEHEE,OK,287002.83,,,,
2436, AVERY FRIX,OK,887383.88,,,,
2437, PAMELA SMITH GORDON,OK,10784.09,,,,
2438, GUY STUART BARKER,OK,974268.36,,,,
2439, JOHN WESLEY NOFIRE,OK,142199.92,,,,
2440, JOSH BRECHEEN,OK,570711.76,,,OK-2,96.0
2441, DAVID DERBY,OK,189551.54,,,,
2442, JARRIN DALE JACKSON,OK,10.0,,,,
2443, KEVIN SEAN ROBERTS,OK,13555.55,,,,
2444, WILLIAM WADE BURLESON,OK,246095.97,,,,
2445, FRANK D. LUCAS,OK,1598940.29,,,OK-3,97.0
2446, MARY BRANNON,OK,-1632.0,,,OK-4,96.0
2447, TOM COLE,OK,2308811.85,,,OK-4,94.0
2448, MARC NUTTLE,OK,2595.36,,,,
2449, JAMES TAYLOR,OK,14017.45,,,,
2450, JOSHUA HARRIS-TILL,OK,59997.32,,,OK-5,97.0
2451, KENDRA HORN,OK,1977811.3,,,OK-1,64.0
2452, JAMES PAUL MR. LANKFORD,OK,4605408.31,,,,
2453, STEPHANIE BICE,OK,2081305.19,,,OK-5,97.0
2454, TERRY NEESE,OK,109.55,,,,
2455, SHELDON (SHELLI) ELIZABETH DR  LANDON,OK,0.0,,,,
2456, SUBRINA BANKS,OK,32408.0,,,,
2457, KEVIN CALVEY,OK,0.0,,,OK-1,61.0
2458, SUZANNE MS. BONAMICI,OR,923801.93,,,OR-1,86.0
2459, G. SCOTT PHILLIPS,OR,24094.58,,,,
2460, JOHN PAUL HOLM,OR,53.0,,,,
2461, ALEX SPENSER,OR,332.55,,,,
2462, JOSEPH FREDERICK III YETTER,OR,100291.79,,,,
2463, CLIFF BENTZ,OR,567066.62,,,OR-2,85.0
2464, KNUTE BUEHLER,OR,30132.05,,,,
2465, MARK CAVENER,OR,0.0,,,,
2466, GREGORY P. MR. WALDEN,OR,134864.47,,,,
2467, EARL BLUMENAUER,OR,1290205.48,,,OR-3,97.0
2468, JOANNA HARBOUR,OR,8346.47,,,OR-3,97.0
2469, THOMAS HARRISON,OR,290.6,,,,
2470, VALERIE HOYLE,OR,2505746.09,,,OR-4,78.0
2471, ANDREW KALLOCH,OR,288629.05,,,,
2472, JOHN STEVEN DR. SELKER,OR,212997.0,,,,
2473, ZACHARY FLEMING MULHOLLAND,OR,1666.0,,,,
2474, SAMI AL-ABDRABBUH,OR,54714.09,,,,
2475, DOYLE CANNING,OR,281376.12,,,,
2476, DANIEL R ARCANGEL,OR,0.0,,,,
2477, ART DR. ROBINSON,OR,10.0,,,,
2478, ALEK SKARLATOS,OR,4529887.54,,,OR-4,97.0
2479, JEREMY VAN TRESS,OR,47008.0,,,,
2480, JO RAE PERKINS,OR,146833.81,,,,
2481, MARK GAMBA,OR,17354.46,,,,
2482, JAMIE MCLEOD-SKINNER,OR,3556656.4,,,OR-5,98.0
2483, KURT SCHRADER,OR,5161089.89,,,,
2484, JIMMY CRUMPACKER,OR,471824.13,,,,
2485, LORI CHAVEZ-DEREMER,OR,2558814.1,,,OR-5,97.0
2486, JOHN DI PAOLA,OR,123034.58,,,,
2487, LAUREL ROSES,OR,9731.22,,,,
2488, MARK ALLEN CALLAHAN,OR,0.0,,,,
2489, STEVEN CODY REYNOLDS,OR,2699903.69,,,,
2490, KEVIN EASTON,OR,6646.01,,,,
2491, LORETTA SMITH,OR,359837.26,,,,
2492, MATTHEW WEST,OR,1335533.4,,,,
2493, ANDREA SALINAS,OR,3344124.54,,,OR-6,97.0
2494, KATHLEEN HARDER,OR,473609.25,,,,
2495, CARRICK RONAN MORGAN FLYNN,OR,1147785.73,,,,
2496, TERESA ALONSO LEON,OR,104004.1,,,,
2497, AMY RYAN COURSER,OR,117137.88,,,,
2498, DAVID HONORABLE RUSS,OR,10406.12,,,,
2499, NATE SANDVIG,OR,262157.83,,,,
2500, ANGELA PLOWHEAD,OR,55891.86,,,,
2501, RON NOBLE,OR,142948.22,,,,
2502, JAMES (JIM) BUNN,OR,27074.0,,,,
2503, MIKE ERICKSON,OR,3933151.56,,,OR-6,96.0
2504, DANIEL LEROY JR BURTON,PA,53824.44,,,,
2505, CHRISTINA FINELLO,PA,61821.71,,,PA-4,63.0
2506, SKYLAR HURWITZ,PA,1120.25,,,,
2507, ASHLEY EHASZ,PA,959000.67,,,PA-1,96.0
2508, PAUL FERMO,PA,143017.54,,,,
2509, ANDREW MEEHAN,PA,0.0,,,,
2510, DASHA PRUETT,PA,14302.23,,,,
2511, ALEX ENTIN,PA,19577.06,,,,
2512, BRIAN FITZPATRICK,PA,3104913.17,,,PA-1,97.0
2513, CAROLINE AVERY,PA,7218.65,,,,
2514, BRENDAN F BOYLE,PA,779236.87,,,PA-2,94.0
2515, ALEXANDRA HUNT,PA,731953.11,,,,
2516, AUSTIN MR. RODILL,PA,64.47,,,,
2517, MICHAEL COGBILL,PA,7900.0,,,,
2518, DWIGHT EVANS,PA,1149010.13,,,PA-3,96.0
2519, PHILIP S. ENGLISH,PA,383.93,,,,
2520, MADELEINE DEAN,PA,1864827.35,,,PA-4,97.0
2521, KATHY BARNETTE,PA,2463931.69,,,,
2522, CHRISTIAN NASCIMENTO,PA,233953.47,,,PA-4,98.0
2523, DAN DAVID,PA,1124.45,,,,
2524, JOE MR. TARSHISH,PA,300.46,,,,
2525, LOU LANNI,PA,562600.0,,,,
2526, LINDY LI,PA,4500.0,,,,
2527, DAVID WERTIME,PA,763.2,,,,
2528, MARY GAY SCANLON,PA,1461321.05,,,PA-5,97.0
2529, ROBERT JORDAN,PA,1949.33,,,,
2530, DAVID GALLUCH,PA,734779.14,,,PA-5,96.0
2531, CHRISSY HOULAHAN,PA,4877340.13,,,PA-6,97.0
2532, RYAN A COSTELLO,PA,120601.95,,,,
2533, JOHN MR. EMMONS,PA,7465.63,,,,
2534, ROBERT JAMES III KENNEDY,PA,63777.88,,,,
2535, STEVE FANELLI,PA,937221.66,,,,
2536, RON VOGEL,PA,299950.21,,,,
2537, REGINA MAURO,PA,59275.18,,,,
2538, GUY CIARROCCHI,PA,1038514.19,,,PA-6,80.0
2539, GREG EDWARDS,PA,21251.42,,,,
2540, SUSAN WILD,PA,6916454.96,,,PA-7,95.0
2541, STEVEN D WELCH,PA,0.0,,,,
2542, PATRICK L. MR MEEHAN,PA,0.0,,,,
2543, LISA SCHELLER,PA,6381159.34,,,PA-7,96.0
2544, KEVIN DELLICKER,PA,231514.99,,,,
2545, RYAN EDWARD MACKENZIE,PA,75952.98,,,,
2546, DEAN NAPIER BROWNING,PA,0.0,,,,
2547, JON LANZARO-FISHER,PA,30102.13,,,,
2548, MATTHEW A. CARTWRIGHT,PA,5441519.59,,,PA-8,81.0
2549, TEDDY DANIELS,PA,619710.52,,,,
2550, JIM BOGNET,PA,2933077.64,,,PA-8,95.0
2551, MICHAEL MARSICANO,PA,748745.49,,,PA-15,67.0
2552, JOHN R CHRIN,PA,0.0,,,,
2553, AMANDA WALDMAN,PA,30301.97,,,PA-9,88.0
2554, GARY WEGMAN,PA,17601.29,,,,
2555, FRED KELLER,PA,760909.57,,,,
2556, DANIEL MEUSER,PA,1099598.07,,,PA-9,83.0
2557, THOMAS F JR BRIER,PA,0.0,,,,
2558, EUGENE DEPASQUALE,PA,253077.28,,,,
2559, RICK COPLEN,PA,34165.49,,,,
2560, SHAMAINE MS DANIELS,PA,409977.04,,,PA-10,89.0
2561, SCOTT PERRY,PA,2938552.43,,,PA-10,96.0
2562, BRIAN ALLEN,PA,6444.04,,,,
2563, SARAH HAMMOND,PA,5507.67,,,,
2564, ROBERT MICHAEL III HOLLISTER,PA,316796.79,,,,
2565, JESSICA KING,PA,210.41,,,,
2566, LLOYD K. SMUCKER,PA,1326644.62,,,PA-11,97.0
2567, CHET BEILER,PA,250.0,,,,
2568, LEE GRIFFIN,PA,1278.7,,,,
2569, GERALD DICKINSON,PA,769790.87,,,,
2570, SUMMER LEE,PA,1766869.98,,,PA-12,95.0
2571, STEVEN IRWIN,PA,1675433.1,,,,
2572, BHAVINI PATEL,PA,66967.71,,,,
2573, MICHAEL DOYLE,PA,205104.56,,,PA-12,75.0
2574, TERWILLIGER ELIZABETH,PA,17629.11,,,,
2575, TODD ROWLEY,PA,252.71,,,,
2576, MARJORIE MARGOLIES-MEZVINSKY,PA,0.0,,,,
2577, VALERIE ANN ARKOOSH,PA,4583.93,,,,
2578, JEFFREY D MANNS,PA,2391.72,,,,
2579, JOHN JOYCE,PA,410332.4,,,PA-13,95.0
2580, GUY MR. RESCHENTHALER,PA,2063661.92,,,PA-14,87.0
2581, MIKE MOLESEVICH,PA,46523.92,,,PA-12,62.0
2582, GEORGE RATHMELL,PA,16343.0,,,,
2583, GLENN MR. THOMPSON,PA,2357185.61,,,PA-15,79.0
2584, KRISTY GNIBUS,PA,5265.52,,,,
2585, RICHARD EDWARD TELESZ,PA,40783.48,,,,
2586, DANIEL PASTORE,PA,840681.29,,,PA-16,85.0
2587, GEORGE J JR KELLY,PA,1288267.95,,,,
2588, WILLIAM ROYSDON MURRAY,PA,1345.25,,,,
2589, CHRISTOPHER DELUZIO,PA,3236998.47,,,PA-3,65.0
2590, SEAN MELOY,PA,321273.32,,,,
2591, CONOR LAMB,PA,7182029.68,,,,
2592, SCOTT RICHARD TIMKO,PA,0.0,,,,
2593, RICHARD SEAN PARNELL,PA,2301588.68,,,,
2594, TRICIA STAIBLE,PA,108711.0,,,,
2595, DEAN CAVARETTA,PA,0.04,,,,
2596, JASON KILLMEYER,PA,177329.75,,,,
2597, JEREMY SHAFFER,PA,2721426.5,,,PA-17,97.0
2598, SAMUEL III DEMARCO,PA,10630.0,,,,
2599, KATHY CODER,PA,33668.61,,,,
2600, GLENN A GEISSINGER,PA,0.0,,,,
2601, JANIS C DR BROOKS,PA,292.0,,,,
2602, JEFF WOODARD,PA,1196.0,,,,
2603, MICHAEL DOYLE,PA,436436.7,,,PA-12,75.0
2604, JANIS C REV DR BROOKS,PA,292.0,,,,
2605, JOSE A HERNANDEZ-MAYORAL,PR,0.0,,,,
2606, ANIBAL ACEVEDO-VILA,PR,7711.4,,,,
2607, PEDRO PIERLUISI,PR,0.0,,,,
2608, ADA NORAH ESQ HENRIQUEZ,PR,58.11,,,,
2609, MIGUEL HERNANDEZ VIVONI,PR,0.0,,,,
2610, JENNIFFER GONZALEZ COLON,PR,407384.14,,,,
2611, JUAN CARLOS ALBORS,PR,0.0,,,,
2612, DAVID N CICILLINE,RI,1589784.38,,,RI-1,94.0
2614, ALLEN R WATERS,RI,46359.34,,,RI-1,93.0
2621, SETH MAGAZINER,RI,3855224.34,,,RI-2,88.0
2627, ALLAN FUNG,RI,2203151.5,,,RI-2,83.0
2628, REBECCA NIESS CINGOLANI,SC,13576.71,,,,
2629, ANNIE DR. ANDREWS,SC,1941720.9,,,SC-1,84.0
2630, ELIZABETH COLBERT BUSCH,SC,8830.0,,,,
2631, JOE CUNNINGHAM,SC,25773.75,,,,
2632, MICHAEL COVERT,SC,0.0,,,,
2633, NANCY MACE,SC,5657537.76,,,SC-1,95.0
2634, CHRIS COX,SC,524.1,,,,
2635, LYNZ PIPER-LOOMIS,SC,147598.49,,,,
2636, INGRID CENTURION,SC,47208.23,,,,
2637, KEITH WARRICK BLANDFORD,SC,0.0,,,,
2638, KATIE ARRINGTON,SC,1011046.45,,,,
2639, MARSHALL C. HON. SANFORD,SC,25760.7,,,,
2640, JENNY A HORNE,SC,0.0,,,,
2641, ALEJANDRO ARIEL MR OTMAN,SC,0.0,,,,
2642, ADAIR FORD BOROUGHS,SC,3273.73,,,,
2643, GREGORY BLANE KARR,SC,11519.45,,,,
2644, JUDDSON LARKINS,SC,94499.97,,,SC-2,86.0
2645, ANNABELLE ROBERTSON,SC,0.0,,,,
2646, JOE THE HON. WILSON,SC,804256.51,,,SC-2,67.0
2647, HOSEA N CLEVELAND,SC,0.0,,,,
2648, JEFFREY D MR. DUNCAN,SC,1433805.4,,,SC-3,69.0
2649, KIMBERLY NELSON,SC,317.02,,,,
2650, D LEE TURNER,SC,23211.0,,,,
2651, ANDREW THOMAS SMART,SC,0.0,,,,
2652, TREY GOWDY,SC,905413.15,,,,
2653, MICHAEL JAMES MR. LAPIERRE,SC,185207.43,,,,
2654, MARK BURNS,SC,248699.34,,,,
2655, GEORGE ASSAD ABUZEID,SC,20507.94,,,,
2656, WILLIAM R IV TIMMONS,SC,1166024.17,,,SC-4,83.0
2657, LEE BRIGHT,SC,264.99,,,,
2658, MAURICUS BROWN,SC,3353.13,,,,
2659, KEVIN ECKERT,SC,14843.06,,,,
2660, RALPH W. JR. NORMAN,SC,1075978.15,,,SC-5,75.0
2661, JAMES E. CLYBURN,SC,3180323.73,,,SC-6,82.0
2662, ROBIN TALLON,SC,367687.13,,,,
2663, GREGG MARCEL DIXON,SC,235700.97,,,,
2664, JOHN CHAPMAN,SC,2716.04,,,,
2665, DUKE BUCKNER,SC,204077.14,,,SC-6,96.0
2666, AURIOL SONIA POLLARD,SC,17413.0,,,,
2667, TOM RICE,SC,2873670.85,,,,
2668, WILLIAM KENNETH RICHARDSON,SC,863272.99,,,,
2669, JEANETTE M SPURLOCK,SC,2762.71,,,,
2670, TOM DUNN,SC,39131.48,,,,
2671, STEVE REICHERT,SC,16575.0,,,,
2672, BARBARA MRS. ARTHUR,SC,155624.05,,,,
2673, GRAHAM ALLEN,SC,801790.92,,,,
2674, MARK STRUTHERS MCBRIDE,SC,48511.86,,,,
2675, RUSSELL FRY,SC,1167034.53,,,SC-7,96.0
2676, GARRETT DR. BARTON,SC,255510.04,,,,
2677, SPENCER ALLEN MORRIS,SC,35017.83,,,,
2680, DUSTY JOHNSON,SD,1316536.62,,,SD-1,96.0
2682, BLAIR NICOLE WALSINGHAM,TN,7674.74,,,,
2683, MARTIN OLSEN,TN,244.07,,,,
2684, STEPHEN MATSON MR. DARDEN,TN,4960.0,,,,
2685, DIANA HARSHBARGER,TN,1297510.64,,,TN-1,85.0
2686, JOSHUA GAPP,TN,15141.92,,,,
2687, MARK DESMOND DR. HARMON,TN,79991.29,,,TN-2,63.0
2688, RENEE HOYOS,TN,209.82,,,,
2689, JOHN J REP. JR. DUNCAN,TN,62985.58,,,,
2690, TIM BURCHETT,TN,1150675.45,,,TN-2,96.0
2691, JAMES LLOYD MATLOCK,TN,0.0,,,,
2692, JASON EMERT,TN,0.0,,,,
2693, MEG GORMAN,TN,68549.71,,,TN-3,95.0
2694, NATHANIEL MR. III DOSS,TN,0.0,,,,
2695, MARY GORMAN,TN,68549.71,,,TN-2,61.0
2696, MATT ADAMS,TN,20520.78,,,,
2697, CHARLES J FLEISCHMANN,TN,924871.13,,,TN-3,72.0
2698, KENNETH FARRELL MR. SR MORGAN,TN,24350.0,,,,
2699, SANDY FOR CASEY,TN,18780.79,,,,
2700, CHRISTOPHER JOLLY HALE,TN,8041.7,,,,
2701, RUSSELL STEELE,TN,10881.46,,,,
2702, SCOTT HON. DESJARLAIS,TN,154340.62,,,TN-4,84.0
2703, LAWRENCE DOUG NORVILLE DOUGLAS  MEYER,TN,3624.34,,,,
2704, LAWRENCE N. D. MEYER,TN,3624.34,,,,
2705, STEVEN ERICH MR. HUBBARD,TN,0.0,,,,
2706, JUSTIN BAUTISTA-JONES,TN,0.0,,,,
2707, KEEDA HAYNES,TN,8953.49,,,,
2708, JAMES COOPER,TN,1321538.9,,,TN-6,62.0
2709, HEIDI CAMPBELL,TN,1084278.11,,,TN-5,97.0
2710, QUINCY MCKNIGHT,TN,34087.7,,,,
2711, ROBBY STARBUCK,TN,471967.59,,,,
2712, NATISHA LOUISE BROOKS,TN,39651.06,,,,
2713, WILLIAM BAXTER LEE,TN,632776.38,,,,
2714, MORGAN ORTAGUS,TN,641656.03,,,,
2715, KURT WINSTEAD,TN,2241178.62,,,,
2716, GENI MRS. BATCHELOR,TN,18846.7,,,,
2717, BETH HARWELL,TN,1072825.5,,,,
2718, TIMOTHY BRUCE LEE,TN,38370.77,,,,
2719, ANDY OGLES,TN,856820.06,,,TN-5,95.0
2720, CHARLES GARFIELD III WITTUM,TN,77985.5,,,,
2721, STEWART THOMAS PARKS,TN,11251.71,,,,
2722, JEFF BEIERLEIN,TN,202152.76,,,,
2723, RANDAL DEAN COOPER,TN,4338.63,,,TN-6,81.0
2724, BART GORDON,TN,82166.15,,,,
2725, DAVID W. KENT,TN,0.0,,,,
2726, LOU ANN ZELENIK,TN,0.0,,,,
2727, DIANE L MRS. BLACK,TN,6284.11,,,,
2728, JUDD MATHENY,TN,0.0,,,,
2729, JOHN W. ROSE,TN,1661497.92,,,TN-6,82.0
2730, MARSHA MRS. BLACKBURN,TN,1066102.25,,,,
2731, MARK DR. GREEN,TN,1854968.77,,,TN-7,86.0
2732, RONALD MR BROWN,TN,0.0,,,,
2733, LYNNETTE WILLIAMS,TN,775.0,,,TN-8,89.0
2734, ERIKA STOTTS-PEARSON,TN,150.0,,,,
2735, STEVE MR. FINCHER,TN,53045.03,,,TN-9,62.0
2736, DAVID KUSTOFF,TN,1443619.93,,,TN-8,96.0
2737, ROBERT LOUIS MR. HENDRY,TN,74673.6,,,,
2738, GARY DEAN DR. CLOUSE,TN,2014.4,,,,
2739, JOHN JOHN MILLS,TN,7172.26,,,,
2740, BRIAN KELSEY,TN,9.0,,,,
2741, MARK H JR LUTTRELL,TN,529.0,,,,
2742, JOHN BRADLEY MR GREER,TN,2326.23,,,,
2743, THOMAS F III LEATHERWOOD,TN,0.0,,,,
2744, JAMES HART,TN,4386.17,,,,
2745, STEVE I MR. COHEN,TN,313772.7,,,TN-9,76.0
2746, CHARLOTTE BERGMANN,TN,49008.6,,,TN-9,97.0
2747, CHARLES BROWN IV DUDLEY,TN,546264.62,,,,
2748, GEORGE S DR JR FLINN,TN,139545.04,,,,
2749, MARK BREWER CRAIN,TN,0.0,,,,
2750, CHRISTOPHER D. RECTOR,TX,0.0,,,,
2751, HANK GILBERT,TX,31883.5,,,,
2752, JRMAR JEFFERSON,TX,82073.35,,,TX-1,83.0
2753, STEPHEN MARTIN KOCEN,TX,9672.64,,,,
2754, ADITYA ATHOLI,TX,166327.7,,,,
2755, NATHANIEL QUENTIN MORAN,TX,862492.56,,,TX-1,77.0
2756, JOHN CHARLES MR. PORRO,TX,70666.67,,,,
2757, LOUIS GOHMERT,TX,283860.08,,,,
2758, SIMON WOOD WINSTON,TX,0.0,,,,
2759, SIMA JANDAGHI LADJEVARDIAN,TX,8289.49,,,,
2760, RAYNA REID,TX,19869.45,,,,
2761, ROBIN DAWN FULFORD,TX,206353.58,,,TX-2,81.0
2762, JIM TURNER,TX,52000.0,,,,
2763, PAT BRYAN,TX,0.0,,,,
2764, MICHAEL ALAN BILLAND,TX,6155.73,,,,
2765, LEWIS MILAM LANGELLA,TX,8870.32,,,,
2766, JAMESON ELLIS,TX,53948.93,,,,
2767, MARTIN ETWOP,TX,16137.5,,,,
2768, DANIEL CRENSHAW,TX,15950655.02,,,TX-2,86.0
2769, JON P DR SPIERS,TX,0.0,,,,
2770, ELLIOTT ROBERT SCHEIRMAN,TX,0.0,,,TX-29,62.0
2771, HELANE LULU SAWSAN SEIKALY,TX,14454.59,,,,
2772, TERRY TUCKER,TX,0.0,,,,
2773, SANDEEP KUMAR SRIVASTAVA,TX,447510.02,,,TX-3,84.0
2774, LORIE BURCH,TX,0.0,,,,
2775, KEITH ALAN MR SELF,TX,563984.81,,,TX-3,69.0
2776, RICKEY WILLIAMS,TX,3125.0,,,TX-25,73.0
2777, JEREMY DANIEL IVANOVSKIS,TX,5728.43,,,,
2778, NICHOLAS V. TAYLOR,TX,2725185.76,,,,
2779, DOC MR SHELBY,TX,11620.77,,,,
2780, IROGHAMA C OMERE,TX,44567.22,,,TX-4,69.0
2781, TRAVIS RANSOM,TX,8549.5,,,,
2782, PATRICK FALLON,TX,895853.11,,,TX-4,80.0
2783, FLOYD JR. MCLENDON,TX,4486.06,,,,
2784, DANIEL M. THOMAS,TX,53066.0,,,,
2785, JOHN EDWARD SR. HARPER,TX,113733.51,,,,
2786, JOHN L RATCLIFFE,TX,373600.44,,,TX-23,62.0
2787, TRACY SHAWN JONES,TX,2407.39,,,,
2788, CAROLYN SALTER,TX,28736.28,,,,
2789, CHARLES M. GEARING,TX,205332.05,,,,
2790, KATHLEEN CORDELIA BAILEY,TX,214285.69,,,,
2791, TARTISHA A MRS. HILL,TX,15183.47,,,TX-5,76.0
2792, DANNY EUGENE JR WOOD,TX,0.0,,,,
2793, DONALD HILL,TX,365.48,,,,
2794, LANCE GOODEN,TX,966466.4,,,TX-5,96.0
2795, KEVIN HALE,TX,20000.48,,,,
2796, STEPHEN DANIEL,TX,4758.57,,,,
2797, LYDIA BEAN,TX,323399.6,,,,
2798, MATT HINTERLONG,TX,48183.22,,,,
2799, TAMMY ALLISON HOLLOWAY,TX,54926.59,,,,
2800, DARYL J. MR. SR. EDDINGS,TX,5913.1,,,,
2801, PATRICK MOSES,TX,39014.6,,,,
2802, JANA LYNNE MS SANCHEZ,TX,386337.84,,,,
2803, MONTGOMERY L MARKLAND,TX,0.0,,,,
2804, MICHAEL C EGAN,TX,123974.3,,,TX-10,69.0
2805, SUSAN WRIGHT,TX,803888.65,,,,
2806, BRIAN E HARRISON,TX,805233.15,,,TX-36,64.0
2807, MICHAEL A. WOOD,TX,142600.24,,,TX-27,69.0
2808, DAN RODIMER,TX,399112.89,,,,
2809, SERY MS. KIM,TX,102601.3,,,,
2810, MICHAEL BALLANTINE,TX,8828.0,,,TX-10,61.0
2811, JAMES R. BUFORD,TX,21301.15,,,TX-30,62.0
2812, CLIFFORD R WILEY,TX,461.47,,,,
2813, RON WRIGHT,TX,18864.45,,,,
2814, JOHN KEVIN SR. ELLZEY,TX,6512947.38,,,TX-6,61.0
2815, TAKONA EILEEN SCAUFLAIRE,TX,920.0,,,,
2816, ELIZABETH FLETCHER,TX,2364680.7,,,TX-7,76.0
2817, JAMES NOTEWARE,TX,0.0,,,,
2818, LAIQUE REHMAN,TX,35972.0,,,,
2819, JOHNNY MARK DR. TEAGUE,TX,200247.27,,,TX-7,72.0
2820, TIMOTHY STROUD,TX,25817.78,,,,
2821, TINA MRS. COHEN,TX,16580.29,,,,
2822, LANCE STEWART,TX,19571.0,,,,
2823, LANCE STEWART,TX,19571.0,,,,
2824, LAURA JONES,TX,42673.2,,,TX-8,96.0
2825, JONATHAN KEITH HULLIHAN,TX,221661.5,,,,
2826, MORGAN JOE LUTTRELL,TX,3722269.17,,,TX-8,86.0
2827, TAYLOR MARSHALL IV WHICHARD,TX,11101.09,,,,
2828, DANIEL CREGG MCKAUGHAN,TX,45581.27,,,,
2829, CANDICE CUNNINGHAM MS BURROWS,TX,32352.11,,,,
2830, CHRISTIAN COLLINS,TX,418002.94,,,,
2831, JESSICA WELLINGTON,TX,20237.63,,,,
2832, KEVIN BRADY,TX,796630.66,,,,
2833, ALEXANDER GREEN,TX,377814.59,,,TX-9,67.0
2834, MELISSA MECHELLE WILLIAMS,TX,0.0,,,TX-14,65.0
2835, JIMMY LEON,TX,5374.58,,,TX-9,83.0
2836, LARIMEN T. II WALLACE,TX,54575.27,,,,
2837, SCOT B. GALLAHER,TX,0.0,,,,
2838, MICHAEL SIEGEL,TX,24496.64,,,TX-10,62.0
2839, MICHAEL MCCAUL,TX,2338148.24,,,TX-10,97.0
2840, JON MARK MR. HOGG,TX,2569.24,,,,
2841, AUGUST LEE II PFLUGER,TX,2072587.82,,,TX-11,78.0
2842, BRANDON BATCH,TX,464.0,,,,
2843, MICHAEL HONORABLE CONAWAY,TX,250615.71,,,,
2844, LISA RENEA DR. WELCH,TX,105.79,,,,
2845, TREY JOSEPH HUNT,TX,44513.44,,,TX-12,76.0
2846, CHRIS PUTNAM,TX,432981.27,,,,
2847, RYAN JOSHUA CATALA,TX,7133.86,,,,
2848, KAY GRANGER,TX,1998701.6,,,TX-12,96.0
2849, MARY KATHLEEN BROWN,TX,180973.38,,,TX-13,82.0
2850, JOSH WINEGARNER,TX,0.0,,,,
2851, CHRIS EKSTROM,TX,491.88,,,,
2852, RONNY LYNN JACKSON,TX,4515360.97,,,TX-13,81.0
2853, MAC THORNBERRY,TX,132818.56,,,,
2854, MIKAL D. DR WILLIAMS,TX,53838.8,,,TX-14,80.0
2855, JEFF ANTONELLI,TX,0.0,,,,
2856, ADRIENNE BELL,TX,8929.21,,,,
2857, JOSHUA ADAM FOXWORTH,TX,49.99,,,,
2858, RANDY WEBER,TX,1035836.67,,,TX-14,96.0
2859, RUBEN LANDON DANTE,TX,0.0,,,,
2860, GINA DUNCKEL SMITH,TX,118095.63,,,,
2861, RUBEN RAMIREZ,TX,493221.73,,,,
2862, ELIZA DR. ALVARADO,TX,72804.9,,,,
2863, ROBERTO ADRIAN HADDAD,TX,100000.0,,,,
2864, IVAN DR. MELENDEZ,TX,27787.35,,,,
2865, JOHN VILLARREAL RIGNEY,TX,325667.45,,,,
2866, MICHELLE VALLEJO,TX,2310494.87,,,TX-15,97.0
2867, RUBEN E. HINOJOSA,TX,21042.0,,,,
2868, RYAN PATRICK KRAUSE,TX,10881.02,,,,
2869, MONICA DE LA CRUZ,TX,4579577.51,,,TX-15,97.0
2870, JOSE AIZAR CAVAZOS,TX,6375.52,,,,
2871, SARA LARUE NEWNAM CANADY,TX,18107.34,,,,
2872, EDDIE ZAMORA,TX,0.0,,,,
2873, XAVIER MR. SALINAS,TX,421.95,,,,
2874, TIMMY LEE WESTLEY,TX,0.0,,,,
2875, MAURO EVERETT MR. GARZA,TX,828869.09,,,,
2876, ROBERT BETO O'ROURKE,TX,0.0,,,,
2877, DELIRIS MONTANEZ BERRIOS (DMB),TX,25651.35,,,,
2878, VERONICA ESCOBAR,TX,1272247.66,,,TX-16,97.0
2879, IRENE ARMENDARIZ-JACKSON,TX,391073.9,,,TX-16,98.0
2880, BLANCA ORTIZ TROUT,TX,0.0,,,,
2881, SAMUEL LEE JR WILLIAMS,TX,0.0,,,,
2882, BILL FLORES,TX,118482.79,,,,
2883, TRENT GREGORY SUTTON,TX,253.61,,,,
2884, CHARLES TODD KENT,TX,0.0,,,,
